"","year","province","provincecode","gobernadore","partido","division","sex","name2","surname3"
"335",2009,"CORDOBA",6,"Juan Schiaretti ","Unión por Córdoba","MINISTERIO DE EDUCACIÓN","M","GRAHOVAC","GRAHOVAC"
"336",2009,"CORDOBA",6,"Juan Schiaretti ","Unión por Córdoba","MINISTERIO DE FINANZAS","M","ETTORE","ETTORE"
"337",2009,"CORDOBA",6,"Juan Schiaretti ","Unión por Córdoba","MINISTERIO DE INFRAESTRUCTURA, OBRAS Y SERVICIOS PÚBLICOS","M","TESTA","PÚBLICOS)"
"338",2009,"CORDOBA",6,"Juan Schiaretti ","Unión por Córdoba","MINISTERIO DE JUSTICIA","M","EUGENIO","JUSTICIA)"
"339",2009,"CORDOBA",6,"Juan Schiaretti ","Unión por Córdoba","MINISTERIO DE SALUD","M","FÉLIX","GONZÁLEZ"
"340",2009,"CORDOBA",6,"Juan Schiaretti ","Unión por Córdoba","MINISTERIO DE TRABAJO","M","AVALLE","TRABAJO)"
"341",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE CIENCIA Y TECNOLOGÍA","M","ABEL","VERZURA"
"342",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","JEFATURA DE GABINETE","M","CASERIO","CASERIO"
"343",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE AGRICULTURA, GANADERÍA Y ALIMENTOS","M","GUTIÉRREZ","GUTIÉRREZ"
"344",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE DESARROLLO SOCIAL","M","CARLOS","MASSEI"
"345",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE EDUCACIÓN","M","GRAHOVAC","GRAHOVAC"
"346",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE FINANZAS","M","ETTORE","ETTORE"
"347",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE INFRAESTRUCTURA, OBRAS Y SERVICIOS PÚBLICOS","M","TESTA","PÚBLICOS)"
"348",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE JUSTICIA","M","EUGENIO","JUSTICIA)"
"349",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE SALUD","M","FÉLIX","GONZÁLEZ"
"350",2010,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE TRABAJO","M","AVALLE","TRABAJO)"
"351",2011,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE CIENCIA Y TECNOLOGÍA","M","ABEL","VERZURA"
"352",2011,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","JEFATURA DE GABINETE","M","CASERIO","CASERIO"
"353",2011,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE AGRICULTURA, GANADERÍA Y ALIMENTOS","M","GUTIÉRREZ","GUTIÉRREZ"
"354",2011,"CORDOBA",6,"Juan Manuel de la Sota","Unión por Córdoba","MINISTERIO DE DESARROLLO SOCIAL","M","CARLOS","MASSEI"
